season,summer,zaid,jayed,jaid,jaaid,jayad,april,may,june
season,rabi,raabi,rabii,december,october,november,january,february,march
time,tuesday
time,monday
time,wednesday
time,next month
time,tomorrow,next day
time,sunday
time,today
time,saturday
time,friday
time,thursday
weather,wind direction
weather,rain,varsha,raining
weather,wind speed,air speed,air velocity,air quality,wind details,air details
